industry,country,layoff_count,workforce_percentage,total_funding_million_usd,stock_price_change_7d,revenue_growth_percent,market_cap_billion_usd,ai_automation_flag,year,hiring_status,company_size_encoded
FinTech,Brazil,27,1.9,871.57,-17.25,30.21,142.74,0,2023,Freeze,1
Manufacturing,India,70,22.57,1100.2,-3.18,3.26,414.14,0,2026,Freeze,2
Energy,India,365,22.64,1586.23,-8.78,0.78,22.21,1,2023,Freeze,1
AI,Canada,764,28.52,1317.69,-1.18,31.09,357.02,0,2022,Freeze,1
Tech,Canada,65,17.77,1153.94,-0.9,-6.22,484.6,0,2021,Slowdown,0
Tech,UK,59,31.24,1081.81,-4.74,10.55,235.44,1,2024,Hiring,2
Manufacturing,Japan,128,5.07,1532.65,-17.23,-4.94,372.82,0,2022,Freeze,2
AI,UK,11,5.0,155.27,1.66,0.5,426.77,0,2024,Freeze,1
Retail,India,486,24.81,1531.56,-7.84,4.07,348.72,0,2024,Hiring,2
Manufacturing,Germany,125,35.26,1826.02,8.51,1.23,408.99,0,2024,Freeze,1
Energy,Germany,293,13.67,1388.8,0.96,21.5,93.92,1,2022,Freeze,0
AI,Singapore,352,33.06,1726.85,-9.63,1.49,83.11,0,2026,Slowdown,0
Tech,USA,329,29.33,897.83,-4.55,0.58,99.19,0,2020,Hiring,1
Finance,UK,537,29.52,1283.17,-5.07,5.04,386.91,0,2025,Hiring,1
Energy,UK,75,4.46,1330.18,8.54,-0.04,105.23,0,2024,Freeze,1
EdTech,Canada,171,5.85,1625.01,-12.22,14.61,226.4,0,2023,Hiring,0
FinTech,Canada,438,23.58,1013.94,1.35,19.35,407.24,0,2025,Hiring,0
Healthcare,Japan,128,28.77,793.81,-15.1,-5.23,106.47,0,2022,Slowdown,0
AI,USA,433,39.19,1077.16,-2.11,-39.58,17.2,0,2023,Slowdown,2
Finance,Germany,130,12.3,223.71,-2.51,-19.72,409.46,0,2024,Freeze,0
Energy,Singapore,48,11.12,138.3,-3.71,13.96,153.64,0,2023,Slowdown,2
Finance,UK,301,23.18,667.35,-11.56,4.72,196.46,0,2024,Slowdown,2
Healthcare,Japan,9,7.84,215.45,-2.47,4.89,101.43,0,2026,Freeze,0
Manufacturing,USA,13,3.15,138.7,-7.12,-11.78,400.07,1,2026,Hiring,0
Tech,Singapore,466,38.08,1338.26,3.27,12.42,329.08,1,2025,Slowdown,0
AI,UK,527,27.17,822.08,9.47,-2.89,9.84,1,2026,Slowdown,1
EdTech,USA,131,19.71,1316.74,2.86,-9.75,11.62,0,2023,Slowdown,1
Retail,Canada,752,35.75,367.22,-0.71,-24.35,211.48,0,2023,Hiring,1
AI,Australia,169,8.99,931.29,-15.61,-4.52,393.01,0,2022,Slowdown,1
Manufacturing,India,34,6.89,1454.7,-5.59,14.16,327.16,0,2022,Hiring,0
Manufacturing,UK,184,19.43,594.36,-7.71,-0.31,264.03,0,2021,Slowdown,2
Manufacturing,Brazil,573,31.36,407.44,-0.33,18.6,124.32,1,2026,Hiring,0
Energy,Singapore,43,14.94,343.89,-20.97,31.78,328.97,0,2025,Hiring,1
FinTech,UK,699,25.03,611.53,-10.07,11.13,350.77,0,2022,Freeze,0
Finance,Germany,162,23.61,416.42,9.29,2.78,5.25,1,2026,Hiring,2
Manufacturing,Canada,182,16.31,1977.99,-7.2,1.28,178.11,0,2026,Freeze,1
Retail,India,510,30.48,241.71,-14.87,-14.36,431.39,0,2025,Slowdown,2
Tech,India,612,35.5,1843.16,8.35,12.34,246.23,0,2022,Freeze,1
EdTech,Germany,411,36.18,1907.29,-6.16,1.99,449.04,0,2020,Freeze,0
AI,UK,85,3.68,1836.95,-3.9,12.07,447.4,0,2022,Freeze,1
Manufacturing,Canada,143,16.19,1920.78,-6.31,3.89,28.91,0,2024,Hiring,1
Retail,USA,116,18.96,1063.9,-3.83,24.24,410.83,0,2020,Slowdown,1
FinTech,Japan,301,18.34,1709.83,-12.93,4.94,327.73,0,2024,Slowdown,1
Manufacturing,India,650,32.62,1552.91,-8.92,22.17,80.01,0,2024,Freeze,1
Finance,Japan,101,12.67,1732.45,-9.37,19.44,27.28,1,2021,Freeze,1
Finance,Germany,638,34.15,1391.88,5.28,-6.71,390.25,0,2024,Freeze,0
AI,Japan,142,35.51,1965.42,-3.54,13.01,447.7,0,2021,Hiring,2
AI,Brazil,55,3.17,202.57,-5.51,-22.08,12.64,0,2022,Freeze,2
Manufacturing,India,15,2.93,406.25,-10.03,17.88,9.72,0,2024,Hiring,1
Tech,Brazil,251,21.28,874.88,-5.75,31.34,46.73,0,2023,Slowdown,0
Retail,Singapore,183,18.22,688.79,-2.54,-15.53,273.18,0,2020,Hiring,1
EdTech,Australia,37,9.74,75.28,-2.67,17.9,452.2,0,2021,Hiring,2
EdTech,Singapore,264,16.0,1791.55,-10.9,25.71,71.07,0,2026,Slowdown,1
Finance,Germany,29,3.15,817.35,-19.26,3.72,361.65,0,2021,Freeze,2
FinTech,Japan,234,33.86,152.58,-13.39,-26.5,31.15,0,2025,Freeze,1
Finance,Australia,501,32.72,1074.55,6.99,3.68,312.54,0,2025,Freeze,1
EdTech,USA,11,2.64,781.09,5.59,-1.39,432.82,0,2026,Freeze,1
FinTech,Singapore,943,31.89,294.56,10.99,13.21,106.71,0,2023,Freeze,2
Healthcare,USA,456,32.7,1108.14,-10.38,4.89,100.54,0,2022,Hiring,1
FinTech,Brazil,71,15.74,34.23,0.27,2.08,197.54,0,2025,Hiring,1
Manufacturing,Canada,201,16.5,683.35,7.22,23.95,196.15,0,2020,Freeze,0
FinTech,Brazil,553,38.25,336.34,1.83,12.37,310.15,0,2021,Slowdown,2
Finance,India,114,34.18,806.17,12.55,14.39,110.48,1,2024,Freeze,2
AI,Singapore,58,14.92,1089.05,0.51,-7.86,364.76,0,2020,Hiring,1
AI,Australia,95,8.31,1517.44,3.79,-11.94,144.75,0,2024,Freeze,1
Finance,Australia,170,11.32,942.72,-8.2,2.62,146.96,1,2026,Hiring,1
Retail,India,186,14.79,1114.54,6.72,22.45,186.01,0,2022,Slowdown,0
FinTech,Germany,513,30.14,594.28,-0.36,19.5,79.56,0,2026,Slowdown,2
EdTech,India,6,1.43,1573.66,9.35,-5.84,482.11,0,2022,Freeze,1
Tech,India,503,34.8,805.96,13.62,-8.34,7.81,0,2024,Freeze,1
Healthcare,UK,163,17.89,825.23,5.53,8.86,227.1,0,2023,Hiring,0
EdTech,Singapore,168,10.85,735.76,-7.97,1.39,193.42,0,2026,Hiring,0
Finance,Canada,89,34.45,1662.03,-6.45,2.31,325.24,0,2025,Freeze,0
Energy,UK,439,29.82,129.75,3.78,-11.25,242.15,1,2024,Hiring,2
Manufacturing,Brazil,297,11.01,1790.11,0.75,12.98,270.51,0,2022,Hiring,1
Tech,Singapore,392,36.97,1151.36,5.94,9.83,131.05,0,2024,Slowdown,0
Healthcare,Japan,261,32.4,1703.25,-4.97,6.86,384.5,0,2021,Freeze,1
Manufacturing,Canada,202,13.35,1707.45,5.7,10.81,11.75,0,2026,Slowdown,1
Retail,USA,216,15.61,1166.84,-5.62,18.87,103.66,1,2022,Slowdown,1
EdTech,Canada,366,24.0,305.94,-2.49,0.14,363.09,0,2024,Slowdown,2
Retail,USA,65,27.99,1815.54,10.95,18.07,99.49,0,2024,Slowdown,0
FinTech,India,163,25.1,423.77,-5.99,5.79,416.99,0,2024,Slowdown,1
Energy,Japan,334,29.99,756.42,-7.88,24.96,468.15,0,2021,Hiring,1
Finance,India,481,35.33,1453.93,-29.21,-2.52,54.18,0,2024,Slowdown,1
FinTech,USA,218,21.05,864.14,-9.31,-21.62,98.4,0,2020,Hiring,1
Healthcare,Singapore,79,7.52,1548.85,7.54,-17.63,156.06,1,2026,Hiring,2
EdTech,Japan,396,30.52,269.36,-11.33,20.02,480.54,0,2020,Freeze,1
Finance,Brazil,12,4.95,179.5,-9.73,1.01,472.02,0,2021,Hiring,2
AI,Germany,399,37.63,964.92,2.55,15.87,55.65,0,2020,Slowdown,0
Retail,UK,113,18.34,1564.78,0.29,-22.71,479.79,0,2021,Freeze,0
AI,USA,337,24.05,1451.78,-17.13,-23.57,90.3,0,2020,Slowdown,0
AI,UK,439,24.1,1268.16,-13.95,-9.15,318.31,1,2025,Slowdown,2
Finance,Singapore,74,25.49,1550.23,7.89,26.06,116.27,0,2021,Hiring,0
Retail,USA,34,35.21,600.45,2.57,13.59,188.39,0,2025,Slowdown,1
Retail,USA,54,18.32,1076.7,-3.43,7.79,54.27,0,2023,Hiring,1
Healthcare,Japan,468,26.82,314.01,-5.51,-3.81,288.86,0,2024,Slowdown,2
FinTech,Brazil,40,5.56,1727.98,-3.1,-8.73,460.05,0,2026,Freeze,2
FinTech,Singapore,48,4.65,429.28,-0.74,12.1,231.83,0,2023,Freeze,2
FinTech,UK,374,33.29,1403.17,-5.77,-19.77,61.67,0,2021,Slowdown,0
AI,UK,503,20.59,1581.71,-4.26,-4.89,78.62,0,2023,Freeze,1
EdTech,India,506,28.83,1221.76,7.06,4.13,177.86,0,2025,Freeze,0
FinTech,Singapore,273,10.48,55.52,-2.21,3.6,251.33,0,2023,Freeze,1
Healthcare,Canada,734,31.3,342.47,-0.32,16.17,150.19,0,2023,Hiring,0
Tech,India,315,32.48,286.65,-9.41,-8.63,292.48,0,2021,Hiring,2
Finance,India,155,33.26,799.43,5.2,7.92,55.13,1,2024,Freeze,1
Finance,USA,19,3.16,718.12,-16.36,8.33,171.82,0,2026,Slowdown,2
Healthcare,Australia,140,30.07,841.79,3.18,-4.51,281.6,0,2022,Slowdown,1
EdTech,UK,334,36.22,865.39,-6.18,27.04,453.77,1,2020,Freeze,0
Finance,Canada,371,25.22,107.72,-12.86,12.11,299.54,0,2020,Hiring,2
AI,Germany,124,4.98,593.04,-5.57,23.58,45.46,0,2022,Slowdown,1
Tech,Brazil,248,14.69,1101.45,-8.92,-2.44,117.66,0,2024,Freeze,2
Healthcare,Australia,138,19.51,70.68,-17.82,-11.88,77.6,0,2021,Freeze,0
Healthcare,Japan,338,22.79,1894.67,2.28,-6.99,41.69,0,2022,Slowdown,2
EdTech,USA,134,20.29,1783.48,8.38,8.02,264.14,0,2024,Freeze,1
Healthcare,USA,13,6.71,1440.87,-10.46,9.03,480.52,0,2022,Freeze,1
Manufacturing,Japan,329,36.22,783.92,-3.82,-1.93,442.46,0,2020,Hiring,2
Energy,Japan,99,10.94,1087.25,-10.85,-12.58,403.83,0,2022,Hiring,2
Finance,Canada,140,26.11,192.69,0.19,31.91,198.57,0,2021,Freeze,0
EdTech,Singapore,341,35.56,1984.81,5.65,16.41,468.72,0,2020,Slowdown,1
AI,UK,86,6.47,1058.71,5.21,2.2,253.07,1,2026,Hiring,1
FinTech,Germany,51,8.25,1670.63,-10.02,24.8,333.07,0,2026,Freeze,0
Retail,Canada,96,23.11,1969.27,-20.08,32.2,439.05,0,2021,Hiring,1
AI,UK,254,26.41,1591.67,2.88,10.35,219.45,0,2021,Slowdown,1
Finance,Australia,292,31.06,576.32,1.11,-3.12,136.51,0,2023,Freeze,0
Manufacturing,UK,1126,38.16,1159.07,3.75,35.47,147.41,0,2022,Hiring,1
AI,Brazil,22,10.85,1206.16,11.25,5.16,35.27,1,2024,Freeze,1
EdTech,India,451,22.98,10.68,0.76,-3.27,459.63,0,2025,Hiring,0
Tech,Australia,616,31.35,161.7,-6.37,-6.33,176.98,0,2022,Freeze,1
EdTech,Canada,612,38.61,265.02,12.25,21.64,436.42,0,2026,Freeze,1
Manufacturing,Australia,577,28.42,164.68,-11.21,24.08,300.48,0,2023,Freeze,2
Energy,Australia,4,1.13,36.2,-6.74,8.55,419.84,0,2024,Slowdown,2
Retail,Canada,378,22.25,737.26,3.98,-15.95,457.62,0,2025,Slowdown,1
AI,USA,344,25.04,1205.58,2.02,-24.29,410.14,1,2022,Hiring,1
Finance,Australia,654,26.88,77.69,-6.12,-2.84,278.3,1,2022,Slowdown,0
AI,Canada,80,5.82,271.36,1.93,7.32,33.78,0,2021,Freeze,1
Tech,USA,469,25.49,1579.23,-2.44,-5.89,213.71,0,2023,Hiring,2
Tech,USA,130,18.02,1104.28,4.86,8.62,366.31,0,2023,Slowdown,0
Retail,Australia,120,6.22,1403.54,16.83,19.55,311.32,0,2024,Freeze,1
Tech,Brazil,1,3.05,632.34,-9.21,-11.64,298.61,0,2026,Hiring,2
Energy,Brazil,300,27.16,1118.39,2.26,-19.72,494.0,0,2022,Slowdown,1
Tech,Brazil,76,25.02,1816.97,2.78,1.96,222.71,0,2025,Freeze,0
Tech,Singapore,161,36.41,121.33,9.9,-5.71,187.48,0,2020,Hiring,1
Manufacturing,USA,292,31.18,960.81,4.38,4.39,256.1,0,2022,Freeze,1
Retail,Australia,553,22.5,1637.11,4.19,16.58,385.87,0,2023,Slowdown,0
AI,UK,26,3.29,405.99,4.07,6.34,224.47,0,2021,Slowdown,2
Manufacturing,Brazil,43,13.89,752.71,6.12,24.41,429.19,0,2020,Hiring,0
Finance,Brazil,79,6.58,1619.86,10.42,17.68,128.04,0,2023,Slowdown,1
Manufacturing,UK,55,19.92,994.53,-4.3,18.13,26.06,0,2023,Slowdown,2
Finance,Australia,90,30.45,1398.74,-14.62,23.76,462.81,0,2024,Hiring,1
Tech,India,38,3.82,873.08,0.78,-17.62,354.47,0,2026,Slowdown,0
Tech,Germany,46,4.79,1342.28,4.55,5.96,303.38,1,2021,Slowdown,0
Healthcare,Brazil,279,31.8,1745.74,-5.69,-1.76,232.43,0,2022,Freeze,0
AI,Canada,579,30.03,796.36,-5.78,10.99,150.12,1,2026,Slowdown,1
Finance,Australia,61,5.83,670.23,-7.6,11.14,420.1,0,2023,Slowdown,1
Finance,India,476,23.04,1537.7,-2.02,-5.57,144.32,1,2023,Freeze,2
Energy,India,5,1.82,21.02,-5.62,8.5,113.15,0,2021,Freeze,0
Healthcare,India,39,31.9,485.85,-7.54,1.86,439.93,0,2024,Freeze,2
Tech,Germany,283,31.54,524.81,-2.21,10.23,221.49,0,2024,Slowdown,2
Energy,Japan,318,16.5,1581.42,-2.6,-5.14,167.55,0,2022,Slowdown,0
Healthcare,India,180,6.94,1758.35,-10.94,8.04,361.61,0,2022,Hiring,2
Retail,Canada,99,11.96,1531.87,-2.1,26.48,90.26,1,2024,Freeze,2
Finance,Germany,629,37.24,153.58,8.9,2.11,147.76,1,2024,Freeze,0
AI,Canada,361,32.55,537.93,14.1,19.62,182.24,0,2020,Hiring,0
Energy,India,75,18.66,779.45,1.24,10.83,347.56,0,2021,Slowdown,1
AI,Singapore,262,15.28,1750.08,-8.07,-9.17,74.77,1,2023,Freeze,1
Retail,Australia,96,7.32,930.23,-10.99,10.61,163.05,0,2020,Freeze,1
Finance,Germany,52,9.83,1465.56,-5.47,24.25,299.52,0,2022,Hiring,0
Retail,Australia,219,29.84,241.38,0.38,-0.34,266.44,0,2026,Freeze,0
Finance,Singapore,92,18.71,1959.13,-4.67,-5.3,119.21,0,2020,Slowdown,1
Energy,Brazil,92,7.19,825.56,-3.25,-0.65,344.37,0,2026,Freeze,1
FinTech,Germany,83,10.14,1292.64,-7.22,11.72,233.17,0,2025,Slowdown,2
Finance,UK,372,19.15,1229.99,-9.39,32.39,407.69,0,2022,Freeze,2
Tech,Brazil,136,15.12,946.23,10.03,32.1,168.83,0,2020,Hiring,0
Tech,Japan,96,16.19,884.93,0.22,-3.34,187.89,0,2021,Slowdown,1
FinTech,Brazil,120,9.85,1911.42,-12.52,-9.03,8.6,0,2024,Freeze,1
EdTech,Germany,122,13.38,1889.13,-8.83,-33.44,94.23,0,2021,Slowdown,2
Healthcare,Singapore,79,5.01,1376.85,-2.74,23.12,243.47,0,2024,Slowdown,0
EdTech,Brazil,440,25.0,1831.06,-1.06,-10.88,190.21,0,2023,Hiring,0
Finance,UK,367,38.88,914.13,-11.55,13.02,498.65,0,2020,Slowdown,0
Retail,Germany,9,6.65,1148.62,-7.42,8.79,316.83,1,2026,Freeze,0
FinTech,UK,19,37.41,567.83,6.35,28.0,246.63,0,2025,Freeze,0
Manufacturing,Australia,383,25.95,1071.72,0.64,11.28,332.25,0,2020,Hiring,0
EdTech,Canada,302,13.68,1095.13,-4.27,-9.2,173.46,0,2023,Hiring,1
AI,Singapore,239,18.16,757.03,1.67,9.31,203.32,0,2020,Freeze,0
FinTech,UK,527,28.4,386.46,5.72,-7.01,65.72,0,2026,Freeze,0
AI,UK,578,35.78,894.59,4.84,-3.78,325.65,0,2022,Freeze,0
FinTech,Canada,82,15.57,1719.65,0.04,-10.86,312.08,1,2022,Slowdown,0
Energy,USA,42,8.95,138.56,-0.8,23.58,329.0,0,2024,Hiring,1
Healthcare,Germany,30,5.22,343.26,-7.22,9.52,121.18,0,2026,Hiring,2
AI,Japan,496,36.63,1797.62,10.61,-7.3,273.61,0,2025,Freeze,1
Manufacturing,Australia,25,17.63,1869.51,-6.08,15.75,118.48,0,2020,Hiring,2
FinTech,Australia,112,8.86,788.11,-0.89,14.14,402.87,1,2025,Slowdown,1
EdTech,Canada,310,21.79,799.93,-1.66,-10.05,280.47,0,2025,Hiring,2
Energy,Canada,186,15.02,143.27,-6.6,-16.98,370.02,0,2023,Hiring,2
EdTech,India,325,18.28,1028.82,-11.83,27.34,211.13,0,2026,Hiring,2
Finance,Canada,265,23.79,1008.37,-5.91,-4.36,329.64,0,2021,Freeze,1
EdTech,Japan,192,20.79,292.1,-2.9,14.57,305.39,0,2021,Hiring,0
FinTech,Canada,231,25.47,1756.93,-11.48,-5.28,23.89,0,2023,Hiring,2
EdTech,USA,38,11.24,1361.57,-6.91,13.23,367.73,0,2026,Hiring,0
Energy,India,276,18.18,1758.67,12.38,17.6,408.29,0,2025,Slowdown,1
Healthcare,Singapore,115,13.45,17.92,-14.77,-3.68,149.24,0,2022,Hiring,2
Finance,Singapore,269,19.87,1382.77,-5.24,16.87,207.84,0,2020,Freeze,1
Finance,UK,189,14.7,414.21,3.3,-6.99,55.6,0,2026,Freeze,2
Healthcare,India,146,16.52,84.74,-5.59,-11.49,176.71,0,2025,Freeze,2
Manufacturing,Australia,575,27.3,1693.77,5.11,6.65,309.27,0,2022,Hiring,1
Retail,Japan,93,29.18,1289.83,6.62,8.89,116.46,0,2020,Hiring,1
Healthcare,Germany,6,1.43,1518.65,-1.09,3.21,233.53,1,2025,Slowdown,2
Manufacturing,USA,61,3.18,1449.94,-9.08,-4.28,51.58,0,2024,Hiring,0
Healthcare,USA,83,3.1,1055.39,7.84,24.42,167.97,1,2022,Hiring,2
EdTech,Brazil,201,35.17,418.12,0.14,40.84,440.13,0,2020,Freeze,2
Healthcare,Canada,87,9.67,983.95,-19.15,-18.56,133.75,0,2024,Hiring,1
Manufacturing,Singapore,536,31.73,1234.01,4.72,4.26,313.33,0,2026,Hiring,0
Finance,Singapore,166,34.55,1510.66,-18.44,7.65,216.59,1,2025,Hiring,1
Healthcare,Japan,432,27.54,931.57,4.93,-1.17,297.53,0,2025,Freeze,0
FinTech,Canada,501,28.75,650.43,26.96,-0.93,156.62,0,2023,Freeze,1
Healthcare,UK,187,34.59,1989.78,-1.12,-11.64,105.51,0,2020,Slowdown,1
EdTech,UK,66,12.22,1357.04,-8.26,13.74,165.02,0,2026,Slowdown,0
Energy,Japan,115,11.12,1100.22,-4.81,1.24,165.84,0,2022,Freeze,2
Retail,Japan,122,9.29,48.56,4.13,-2.5,407.32,1,2020,Hiring,2
Retail,USA,233,16.91,883.0,-8.66,-20.52,423.37,0,2020,Hiring,1
Manufacturing,Brazil,94,11.7,1489.06,-1.53,-30.24,335.48,0,2025,Hiring,0
Manufacturing,India,38,8.76,1914.58,3.42,21.43,393.93,0,2024,Hiring,0
Energy,Japan,106,34.94,55.71,-21.93,-19.4,401.23,1,2023,Freeze,2
EdTech,Canada,273,20.11,1188.77,-2.52,16.38,298.19,0,2025,Slowdown,0
Retail,Australia,130,31.49,1092.85,22.45,-10.56,214.84,0,2024,Freeze,2
Tech,UK,78,31.77,1286.63,-9.83,20.16,366.28,0,2024,Hiring,1
EdTech,Brazil,89,5.58,1047.68,-4.66,26.03,75.47,1,2025,Freeze,0
Finance,Singapore,11,10.5,71.82,-4.38,-7.84,24.54,0,2026,Slowdown,1
Healthcare,UK,277,35.52,422.5,1.56,25.63,219.44,0,2025,Freeze,2
Finance,Japan,333,26.92,1724.91,7.3,21.27,187.14,0,2021,Freeze,1
Tech,Germany,42,8.79,1939.26,2.91,27.09,154.94,0,2023,Freeze,0
FinTech,UK,112,10.69,1513.23,9.87,4.18,440.21,0,2025,Hiring,0
Finance,Japan,382,35.05,1630.17,6.4,6.66,349.03,0,2020,Freeze,2
EdTech,Canada,531,19.48,1006.85,-10.51,21.71,213.75,0,2023,Slowdown,0
Tech,Australia,242,20.54,725.99,-1.61,3.38,454.88,0,2022,Slowdown,0
Finance,UK,177,18.07,395.32,-2.23,-12.05,26.76,0,2023,Freeze,1
Finance,Brazil,291,12.78,447.21,-12.55,3.69,369.9,0,2023,Freeze,0
Tech,UK,362,23.15,587.95,9.99,13.07,334.29,1,2024,Slowdown,2
Tech,India,147,9.87,1167.62,-6.98,-4.32,48.15,1,2024,Hiring,0
Tech,Singapore,662,27.37,1299.82,-16.22,-15.85,464.07,0,2022,Hiring,1
Finance,Australia,71,20.46,618.3,-7.37,8.52,416.0,0,2026,Slowdown,2
Manufacturing,UK,44,20.7,342.39,-7.99,6.81,351.0,0,2021,Freeze,1
FinTech,Australia,11,1.33,634.96,6.89,-0.39,214.63,1,2020,Slowdown,0
EdTech,Australia,432,38.28,1024.42,-2.21,-19.26,188.53,0,2024,Slowdown,0
Tech,Australia,188,21.75,1163.64,-1.42,24.18,330.48,0,2020,Freeze,0
Tech,Australia,223,13.91,404.59,-4.71,28.36,97.47,0,2023,Hiring,1
FinTech,Germany,18,4.53,383.4,8.45,-5.1,108.3,0,2021,Freeze,2
Finance,Canada,555,38.29,187.63,-2.48,20.31,345.37,0,2023,Slowdown,1
AI,Germany,21,1.3,135.23,-7.11,10.78,135.58,1,2025,Freeze,0
Finance,Japan,443,38.25,1507.38,-5.36,9.97,6.12,0,2022,Freeze,1
Manufacturing,Brazil,396,30.04,689.56,-15.07,-12.05,28.48,0,2021,Slowdown,1
Finance,India,91,5.7,1337.88,12.42,12.85,116.28,0,2022,Freeze,0
Finance,UK,487,32.11,1632.0,10.08,-11.89,153.2,0,2024,Hiring,2
Manufacturing,Singapore,736,26.0,285.72,-1.1,15.68,129.3,0,2022,Hiring,2
Retail,Singapore,186,15.01,1662.19,-7.05,-26.72,255.69,0,2022,Slowdown,1
Manufacturing,Australia,58,7.08,708.16,-17.62,13.56,384.85,0,2020,Freeze,2
Energy,Singapore,273,16.3,238.17,1.32,21.1,80.68,1,2023,Slowdown,0
Finance,Brazil,38,30.14,122.29,-12.09,27.67,212.15,0,2025,Slowdown,2
Manufacturing,India,617,27.32,691.71,-1.92,3.04,289.04,0,2022,Slowdown,2
AI,Canada,146,28.35,191.17,-6.53,-3.11,273.39,0,2026,Freeze,0
FinTech,Canada,277,39.89,1942.54,-3.74,0.67,410.6,0,2023,Freeze,2
Tech,UK,319,19.13,1100.1,0.18,13.33,11.23,0,2022,Freeze,1
AI,Australia,52,9.23,1532.8,7.75,23.03,207.08,1,2023,Slowdown,2
FinTech,Australia,38,26.42,1604.27,-3.01,-3.54,467.26,1,2020,Slowdown,0
EdTech,Australia,60,3.71,1383.7,8.45,8.87,31.6,0,2026,Slowdown,0
FinTech,Singapore,171,39.41,38.2,-3.07,-26.82,44.8,0,2021,Slowdown,1
Finance,India,48,10.45,1212.5,13.16,22.75,294.33,0,2020,Hiring,1
AI,Canada,906,37.18,65.2,-5.09,18.34,51.73,0,2022,Hiring,1
Healthcare,Brazil,100,8.83,1605.83,-6.97,5.33,120.96,0,2024,Hiring,0
Finance,Brazil,179,34.99,912.72,1.22,-12.43,96.89,0,2020,Slowdown,0
Manufacturing,UK,26,4.99,1623.21,-2.61,-3.21,402.6,1,2024,Slowdown,2
Finance,Australia,80,6.39,1049.29,-9.75,12.17,50.96,0,2023,Freeze,0
Healthcare,USA,229,36.04,1231.1,-5.75,-6.76,251.37,0,2020,Slowdown,2
FinTech,Japan,27,24.53,1732.43,-1.59,5.81,296.59,0,2024,Hiring,2
Retail,Japan,60,5.15,930.39,-1.49,3.42,39.57,0,2024,Hiring,0
Manufacturing,Brazil,143,8.16,27.74,-6.74,9.08,98.15,1,2024,Slowdown,2
Finance,Canada,301,31.82,1647.81,3.07,0.7,371.34,0,2026,Freeze,1
FinTech,India,44,2.97,64.26,-3.75,10.44,51.98,0,2020,Hiring,0
Energy,India,73,4.81,1009.19,-10.76,2.73,230.88,1,2026,Hiring,2
EdTech,Japan,393,20.6,462.81,3.69,4.54,299.22,0,2025,Hiring,0
Healthcare,Brazil,136,6.01,1067.67,-11.84,-7.52,489.61,0,2022,Freeze,2
Retail,Germany,174,34.8,953.04,2.08,11.77,411.78,0,2023,Hiring,1
Manufacturing,India,818,28.63,1761.03,-5.86,12.77,383.3,0,2023,Hiring,1
Tech,Japan,28,10.51,310.31,3.58,23.18,461.54,1,2022,Hiring,1
EdTech,Singapore,702,39.11,919.55,-16.8,-3.73,33.6,0,2026,Slowdown,0
Healthcare,India,287,36.21,1481.54,-6.97,6.9,482.13,0,2020,Slowdown,1
Manufacturing,Brazil,507,18.53,780.28,4.45,12.3,316.15,0,2023,Slowdown,2
EdTech,USA,268,24.93,1043.96,-17.84,-11.65,241.69,0,2022,Hiring,1
EdTech,Japan,302,18.13,1476.51,-4.63,-6.41,468.18,0,2024,Freeze,2
Retail,UK,337,30.31,1751.79,-6.31,-8.59,2.02,0,2024,Freeze,2
Tech,Japan,117,27.1,362.0,-0.66,10.0,297.26,0,2020,Slowdown,2
Retail,Japan,154,12.73,217.69,7.73,20.32,325.35,0,2021,Hiring,2
EdTech,India,84,14.03,415.05,-4.54,8.52,161.84,0,2021,Slowdown,1
Healthcare,Australia,19,9.17,1181.22,-4.43,27.55,305.26,1,2024,Slowdown,2
EdTech,Germany,221,10.67,1496.2,-8.58,-0.6,490.36,0,2022,Slowdown,2
AI,UK,172,8.8,1162.5,-17.35,-20.76,254.03,0,2024,Slowdown,1
AI,Canada,16,1.94,1483.45,5.52,-8.68,261.19,0,2024,Slowdown,2
Energy,Singapore,215,19.9,211.65,2.8,-27.04,194.67,0,2025,Slowdown,1
Retail,UK,133,39.42,495.34,-4.02,25.61,282.3,0,2020,Slowdown,0
Retail,Germany,187,25.88,1387.45,11.01,-0.18,487.83,0,2020,Hiring,1
EdTech,Brazil,124,22.81,1178.54,-10.17,-21.21,84.86,0,2022,Slowdown,2
Energy,Canada,751,35.63,16.21,-4.34,-8.01,487.08,0,2023,Freeze,1
Healthcare,Canada,162,31.3,308.41,-9.5,3.29,201.06,0,2020,Slowdown,2
Finance,Australia,937,36.48,117.57,-1.87,-0.21,122.19,0,2022,Slowdown,1
Energy,Canada,104,14.56,319.02,-14.29,-6.9,91.22,0,2021,Hiring,0
Retail,Germany,282,32.72,1545.27,-8.94,0.51,487.93,0,2024,Freeze,0
AI,UK,281,30.33,151.22,8.1,10.93,470.6,0,2021,Hiring,2
Energy,USA,392,36.92,73.0,-12.16,-12.17,486.47,0,2024,Slowdown,0
Manufacturing,Australia,203,29.92,244.11,-15.21,-10.85,395.48,0,2026,Slowdown,0
Finance,Japan,169,22.45,734.72,2.78,-14.91,181.28,0,2020,Slowdown,2
EdTech,UK,496,37.09,1511.95,-12.43,15.42,191.7,0,2023,Freeze,0
Retail,USA,28,21.75,1731.22,-1.25,-4.92,168.58,1,2026,Hiring,1
Energy,Australia,329,34.23,152.48,3.39,-20.29,301.55,0,2024,Freeze,0
Manufacturing,Singapore,5,6.61,1969.55,12.11,11.42,442.94,0,2024,Slowdown,0
